id_linha,id_pedido,data_pedido,data_envio,modo_envio,id_cliente,nome_cliente,segmento,pais,cidade,estado,codigo_postal,regiao,id_produto,categoria,subcategoria,nome_produto,vendas
2076,CA-2015-131051,2015-12-01,2015-12-05,Classe padrao,TR-21325,Toby Ritter,Consumidor,Estados Unidos,San Francisco,California,94122.0,Oeste,FUR-FU-10001861,Moveis,Mobiliario,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",58.2
2077,CA-2018-140676,2018-09-12,2018-09-15,Primeira classe,BF-11080,Bart Folk,Consumidor,Estados Unidos,Baltimore,Maryland,21215.0,Leste,OFF-PA-10004082,Material de escritorio,Papel,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9
2078,CA-2018-140676,2018-09-12,2018-09-15,Primeira classe,BF-11080,Bart Folk,Consumidor,Estados Unidos,Baltimore,Maryland,21215.0,Leste,OFF-AP-10000358,Material de escritorio,Eletrodomesticos,Fellowes Basic Home/Office Series Surge Protectors,90.86
2079,CA-2018-140676,2018-09-12,2018-09-15,Primeira classe,BF-11080,Bart Folk,Consumidor,Estados Unidos,Baltimore,Maryland,21215.0,Leste,OFF-PA-10004243,Material de escritorio,Papel,Xerox 1939,94.85
2080,CA-2016-120103,2016-12-24,2016-12-29,Classe padrao,MS-17365,Maribeth Schnelling,Consumidor,Estados Unidos,Phoenix,Arizona,85023.0,Oeste,OFF-PA-10001295,Material de escritorio,Papel,Computer Printout Paper with Letter-Trim Perforations,106.232
2081,CA-2016-120103,2016-12-24,2016-12-29,Classe padrao,MS-17365,Maribeth Schnelling,Consumidor,Estados Unidos,Phoenix,Arizona,85023.0,Oeste,TEC-PH-10002170,Tecnologia,Telefones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.984
2082,CA-2016-120103,2016-12-24,2016-12-29,Classe padrao,MS-17365,Maribeth Schnelling,Consumidor,Estados Unidos,Phoenix,Arizona,85023.0,Oeste,FUR-FU-10002885,Moveis,Mobiliario,Magna Visual Magnetic Picture Hangers,7.712
2083,CA-2018-104647,2018-02-23,2018-03-01,Classe padrao,CK-12595,Clytie Kelty,Consumidor,Estados Unidos,Los Angeles,California,90008.0,Oeste,OFF-PA-10002870,Material de escritorio,Papel,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44
2084,CA-2015-110352,2015-11-23,2015-11-29,Classe padrao,ED-13885,Emily Ducich,Home office,Estados Unidos,Houston,Texas,77036.0,Centro,OFF-LA-10003923,Material de escritorio,Etiquetas,Alphabetical Labels for Top Tab Filing,23.68
2085,CA-2017-140501,2017-06-23,2017-06-28,Classe padrao,IM-15070,Irene Maddox,Consumidor,Estados Unidos,New York City,New York,10009.0,Leste,OFF-LA-10003510,Material de escritorio,Etiquetas,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",122.12
2086,CA-2017-140501,2017-06-23,2017-06-28,Classe padrao,IM-15070,Irene Maddox,Consumidor,Estados Unidos,New York City,New York,10009.0,Leste,OFF-LA-10000248,Material de escritorio,Etiquetas,Avery 52,18.45
2087,CA-2017-140501,2017-06-23,2017-06-28,Classe padrao,IM-15070,Irene Maddox,Consumidor,Estados Unidos,New York City,New York,10009.0,Leste,OFF-ST-10000060,Material de escritorio,Armazenamento,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9
2088,CA-2017-140501,2017-06-23,2017-06-28,Classe padrao,IM-15070,Irene Maddox,Consumidor,Estados Unidos,New York City,New York,10009.0,Leste,OFF-PA-10003129,Material de escritorio,Papel,Tops White Computer Printout Paper,146.73
2089,CA-2017-140501,2017-06-23,2017-06-28,Classe padrao,IM-15070,Irene Maddox,Consumidor,Estados Unidos,New York City,New York,10009.0,Leste,OFF-FA-10004076,Material de escritorio,Fixadores,Translucent Push Pins by OIC,3.96
2090,CA-2016-139290,2016-10-26,2016-10-30,Classe padrao,MY-17380,Maribeth Yedwab,Corporativo,Estados Unidos,Rancho Cucamonga,California,91730.0,Oeste,OFF-LA-10004008,Material de escritorio,Etiquetas,Avery 507,5.76
2091,CA-2018-166142,2018-07-15,2018-07-19,Classe padrao,MM-17260,Magdelene Morse,Consumidor,Estados Unidos,Wilmington,Delaware,19805.0,Leste,OFF-BI-10004094,Material de escritorio,Pastas,GBC Standard Plastic Binding Systems Combs,26.55
2092,CA-2018-166142,2018-07-15,2018-07-19,Classe padrao,MM-17260,Magdelene Morse,Consumidor,Estados Unidos,Wilmington,Delaware,19805.0,Leste,FUR-TA-10004607,Moveis,Mesas,Hon 2111 Invitation Series Straight Table,310.443
2093,CA-2015-145926,2015-11-17,2015-11-21,Classe padrao,MP-17470,Mark Packer,Home office,Estados Unidos,Moorhead,Minnesota,56560.0,Centro,FUR-CH-10004289,Moveis,Cadeiras,Global Super Steno Chair,479.9
2094,CA-2016-149678,2016-04-13,2016-04-15,Segunda classe,AW-10840,Anthony Witt,Consumidor,Estados Unidos,Farmington,New Mexico,87401.0,Oeste,OFF-SU-10004498,Material de escritorio,Suprimentos,Martin-Yale Premier Letter Opener,12.88
2095,US-2016-164357,2016-11-25,2016-11-29,Classe padrao,SF-20065,Sandra Flanagan,Consumidor,Estados Unidos,Wilmington,North Carolina,28403.0,Sul,OFF-AR-10001177,Material de escritorio,Arte,Newell 349,13.12
2096,US-2017-146570,2017-05-15,2017-05-20,Classe padrao,SN-20710,Steve Nguyen,Home office,Estados Unidos,Jackson,Mississippi,39212.0,Sul,OFF-BI-10001718,Material de escritorio,Pastas,GBC DocuBind P50 Personal Binding Machine,511.84
2097,US-2017-146570,2017-05-15,2017-05-20,Classe padrao,SN-20710,Steve Nguyen,Home office,Estados Unidos,Jackson,Mississippi,39212.0,Sul,OFF-AR-10004602,Material de escritorio,Arte,Boston KS Multi-Size Manual Pencil Sharpener,91.96
2098,US-2017-146570,2017-05-15,2017-05-20,Classe padrao,SN-20710,Steve Nguyen,Home office,Estados Unidos,Jackson,Mississippi,39212.0,Sul,OFF-AR-10003856,Material de escritorio,Arte,Newell 344,8.34
2099,CA-2018-124401,2018-09-07,2018-09-12,Classe padrao,RD-19900,Ruben Dartt,Consumidor,Estados Unidos,Portland,Oregon,97206.0,Oeste,OFF-ST-10000649,Material de escritorio,Armazenamento,Hanging Personal Folder File,37.68
2100,CA-2018-124401,2018-09-07,2018-09-12,Classe padrao,RD-19900,Ruben Dartt,Consumidor,Estados Unidos,Portland,Oregon,97206.0,Oeste,TEC-AC-10002926,Tecnologia,Acessorios,Logitech Wireless Marathon Mouse M705,279.944
2101,US-2015-140116,2015-03-10,2015-03-17,Classe padrao,KT-16480,Kean Thornton,Consumidor,Estados Unidos,Denver,Colorado,80219.0,Oeste,OFF-ST-10000078,Material de escritorio,Armazenamento,Tennsco 6- and 18-Compartment Lockers,636.408
2102,US-2015-140116,2015-03-10,2015-03-17,Classe padrao,KT-16480,Kean Thornton,Consumidor,Estados Unidos,Denver,Colorado,80219.0,Oeste,OFF-AR-10001044,Material de escritorio,Arte,"BOSTON Ranger #55 Pencil Sharpener, Black",83.168
2103,CA-2015-123295,2015-07-18,2015-07-18,Mesmo dia,AH-10120,Adrian Hane,Home office,Estados Unidos,Tucson,Arizona,85705.0,Oeste,FUR-CH-10002372,Moveis,Cadeiras,Office Star - Ergonomically Designed Knee Chair,259.136
2104,CA-2018-167101,2018-03-24,2018-03-28,Segunda classe,BM-11650,Brian Moss,Corporativo,Estados Unidos,New York City,New York,10009.0,Leste,OFF-PA-10000357,Material de escritorio,Papel,Xerox 1888,221.92
2105,CA-2018-167101,2018-03-24,2018-03-28,Segunda classe,BM-11650,Brian Moss,Corporativo,Estados Unidos,New York City,New York,10009.0,Leste,TEC-AC-10001266,Tecnologia,Acessorios,Memorex Micro Travel Drive 8 GB,26.0
2106,US-2015-167633,2015-09-30,2015-10-05,Classe padrao,BW-11200,Ben Wallace,Consumidor,Estados Unidos,Boynton Beach,Florida,33437.0,Sul,OFF-PA-10004888,Material de escritorio,Papel,Xerox 217,15.552
2107,US-2015-152723,2015-09-26,2015-09-26,Mesmo dia,HG-14965,Henry Goldwyn,Corporativo,Estados Unidos,Mesquite,Texas,75150.0,Centro,OFF-BI-10003460,Material de escritorio,Pastas,Acco 3-Hole Punch,0.876
2108,CA-2016-164882,2016-10-31,2016-10-31,Mesmo dia,SG-20080,Sandra Glassco,Consumidor,Estados Unidos,Redlands,California,92374.0,Oeste,OFF-PA-10000157,Material de escritorio,Papel,Xerox 191,19.98
2109,CA-2016-164882,2016-10-31,2016-10-31,Mesmo dia,SG-20080,Sandra Glassco,Consumidor,Estados Unidos,Redlands,California,92374.0,Oeste,OFF-BI-10004519,Material de escritorio,Pastas,GBC DocuBind P100 Manual Binding Machine,398.352
2110,CA-2016-164882,2016-10-31,2016-10-31,Mesmo dia,SG-20080,Sandra Glassco,Consumidor,Estados Unidos,Redlands,California,92374.0,Oeste,OFF-AR-10004272,Material de escritorio,Arte,Newell 308,5.04
2111,CA-2016-164882,2016-10-31,2016-10-31,Mesmo dia,SG-20080,Sandra Glassco,Consumidor,Estados Unidos,Redlands,California,92374.0,Oeste,OFF-FA-10000585,Material de escritorio,Fixadores,OIC Bulk Pack Metal Binder Clips,17.45
2112,CA-2016-164882,2016-10-31,2016-10-31,Mesmo dia,SG-20080,Sandra Glassco,Consumidor,Estados Unidos,Redlands,California,92374.0,Oeste,FUR-CH-10004218,Moveis,Cadeiras,"Global Fabric Manager's Chair, Dark Gray",323.136
2113,CA-2016-164882,2016-10-31,2016-10-31,Mesmo dia,SG-20080,Sandra Glassco,Consumidor,Estados Unidos,Redlands,California,92374.0,Oeste,OFF-SU-10004231,Material de escritorio,Suprimentos,Acme Tagit Stainless Steel Antibacterial Scissors,29.7
2114,CA-2016-164882,2016-10-31,2016-10-31,Mesmo dia,SG-20080,Sandra Glassco,Consumidor,Estados Unidos,Redlands,California,92374.0,Oeste,TEC-PH-10001578,Tecnologia,Telefones,Polycom SoundStation2 EX Conference phone,1295.84
2115,CA-2016-164882,2016-10-31,2016-10-31,Mesmo dia,SG-20080,Sandra Glassco,Consumidor,Estados Unidos,Redlands,California,92374.0,Oeste,OFF-ST-10003638,Material de escritorio,Armazenamento,Mobile Personal File Cube,46.84
2116,CA-2016-164882,2016-10-31,2016-10-31,Mesmo dia,SG-20080,Sandra Glassco,Consumidor,Estados Unidos,Redlands,California,92374.0,Oeste,FUR-BO-10002213,Moveis,Estantes,DMI Eclipse Executive Suite Bookcases,425.833
2117,CA-2016-159786,2016-10-12,2016-10-17,Segunda classe,RK-19300,Ralph Kennedy,Consumidor,Estados Unidos,Rochester,New York,14609.0,Leste,FUR-TA-10001307,Moveis,Mesas,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",209.67
2118,CA-2017-130267,2017-09-19,2017-09-23,Classe padrao,SW-20245,Scot Wooten,Consumidor,Estados Unidos,Stockton,California,95207.0,Oeste,OFF-PA-10002222,Material de escritorio,Papel,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88
2119,CA-2018-155460,2018-04-13,2018-04-15,Primeira classe,RW-19630,Rob Williams,Corporativo,Estados Unidos,Seattle,Washington,98105.0,Oeste,OFF-PA-10002479,Material de escritorio,Papel,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28
2120,CA-2018-155460,2018-04-13,2018-04-15,Primeira classe,RW-19630,Rob Williams,Corporativo,Estados Unidos,Seattle,Washington,98105.0,Oeste,OFF-BI-10003091,Material de escritorio,Pastas,GBC DocuBind TL200 Manual Binding Machine,895.92
2121,US-2018-168690,2018-01-07,2018-01-13,Classe padrao,TS-21085,Thais Sissman,Consumidor,Estados Unidos,Ormond Beach,Florida,32174.0,Sul,OFF-BI-10000145,Material de escritorio,Pastas,Zipper Ring Binder Pockets,2.808
2122,CA-2018-158246,2018-11-09,2018-11-11,Primeira classe,JB-15400,Jennifer Braxton,Corporativo,Estados Unidos,Sunnyvale,California,94086.0,Oeste,FUR-CH-10003061,Moveis,Cadeiras,"Global Leather Task Chair, Black",215.976
2123,CA-2018-167381,2018-09-22,2018-09-24,Segunda classe,EH-14005,Erica Hernandez,Home office,Estados Unidos,Lansing,Michigan,48911.0,Centro,FUR-BO-10001972,Moveis,Estantes,O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96
2124,CA-2018-167381,2018-09-22,2018-09-24,Segunda classe,EH-14005,Erica Hernandez,Home office,Estados Unidos,Lansing,Michigan,48911.0,Centro,OFF-LA-10000134,Material de escritorio,Etiquetas,Avery 511,27.72
2125,CA-2018-144862,2018-12-01,2018-12-05,Classe padrao,EH-14005,Erica Hernandez,Home office,Estados Unidos,Philadelphia,Pennsylvania,19143.0,Leste,OFF-EN-10003040,Material de escritorio,Envelopes,Quality Park Security Envelopes,104.68
2126,CA-2018-144862,2018-12-01,2018-12-05,Classe padrao,EH-14005,Erica Hernandez,Home office,Estados Unidos,Philadelphia,Pennsylvania,19143.0,Leste,TEC-PH-10000923,Tecnologia,Telefones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",62.958
2127,CA-2015-126032,2015-06-23,2015-06-28,Classe padrao,BS-11665,Brian Stugart,Consumidor,Estados Unidos,Philadelphia,Pennsylvania,19143.0,Leste,TEC-AC-10000158,Tecnologia,Acessorios,Sony 64GB Class 10 Micro SDHC R40 Memory Card,86.376
2128,CA-2016-134859,2016-10-04,2016-10-09,Classe padrao,JK-16120,Julie Kriz,Home office,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,FUR-FU-10003623,Moveis,Mobiliario,"DataProducts Ampli Magnifier Task Lamp, Black,",64.944
2129,CA-2016-134859,2016-10-04,2016-10-09,Classe padrao,JK-16120,Julie Kriz,Home office,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,OFF-PA-10001293,Material de escritorio,Papel,Xerox 1946,20.736
2130,US-2015-114188,2015-05-20,2015-05-22,Segunda classe,RF-19345,Randy Ferguson,Corporativo,Estados Unidos,Dover,New Hampshire,3820.0,Leste,OFF-AP-10000124,Material de escritorio,Eletrodomesticos,Acco 6 Outlet Guardian Basic Surge Suppressor,33.28
2131,US-2015-114188,2015-05-20,2015-05-22,Segunda classe,RF-19345,Randy Ferguson,Corporativo,Estados Unidos,Dover,New Hampshire,3820.0,Leste,OFF-AR-10004511,Material de escritorio,Arte,"Sanford Colorific Scented Colored Pencils, 12/Pack",38.52
2132,US-2015-114188,2015-05-20,2015-05-22,Segunda classe,RF-19345,Randy Ferguson,Corporativo,Estados Unidos,Dover,New Hampshire,3820.0,Leste,FUR-FU-10000076,Moveis,Mobiliario,24-Hour Round Wall Clock,139.86
2133,CA-2016-156524,2016-11-20,2016-11-26,Classe padrao,DL-12865,Dan Lawera,Consumidor,Estados Unidos,New York City,New York,10011.0,Leste,OFF-PA-10003883,Material de escritorio,Papel,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65
2134,CA-2016-122210,2016-11-30,2016-12-04,Classe padrao,WB-21850,William Brown,Consumidor,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,OFF-BI-10003656,Material de escritorio,Pastas,Fellowes PB200 Plastic Comb Binding Machine,152.991
2135,CA-2016-122210,2016-11-30,2016-12-04,Classe padrao,WB-21850,William Brown,Consumidor,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,OFF-FA-10000053,Material de escritorio,Fixadores,Revere Boxed Rubber Bands by Revere,10.584
2136,CA-2016-122210,2016-11-30,2016-12-04,Classe padrao,WB-21850,William Brown,Consumidor,Estados Unidos,Philadelphia,Pennsylvania,19134.0,Leste,TEC-PH-10002807,Tecnologia,Telefones,Motorla HX550 Universal Bluetooth Headset,94.92
2137,CA-2016-156377,2016-12-31,2017-01-05,Classe padrao,TB-21625,Trudy Brown,Consumidor,Estados Unidos,Grand Prairie,Texas,75051.0,Centro,FUR-FU-10002364,Moveis,Mobiliario,"Eldon Expressions Wood Desk Accessories, Oak",14.76
2138,CA-2016-156377,2016-12-31,2017-01-05,Classe padrao,TB-21625,Trudy Brown,Consumidor,Estados Unidos,Grand Prairie,Texas,75051.0,Centro,OFF-BI-10002954,Material de escritorio,Pastas,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656
2139,US-2018-157896,2018-11-16,2018-11-16,Mesmo dia,CB-12415,Christy Brittain,Consumidor,Estados Unidos,New York City,New York,10009.0,Leste,OFF-PA-10004092,Material de escritorio,Papel,Tops Green Bar Computer Printout Paper,146.82
2140,CA-2015-159520,2015-06-06,2015-06-11,Classe padrao,GT-14635,Grant Thornton,Corporativo,Estados Unidos,Long Beach,New York,11561.0,Leste,OFF-BI-10003982,Material de escritorio,Pastas,Wilson Jones Century Plastic Molded Ring Binders,149.544
2141,CA-2015-159520,2015-06-06,2015-06-11,Classe padrao,GT-14635,Grant Thornton,Corporativo,Estados Unidos,Long Beach,New York,11561.0,Leste,OFF-SU-10001664,Material de escritorio,Suprimentos,Acme Office Executive Series Stainless Steel Trimmers,17.14
2142,CA-2015-159520,2015-06-06,2015-06-11,Classe padrao,GT-14635,Grant Thornton,Corporativo,Estados Unidos,Long Beach,New York,11561.0,Leste,FUR-TA-10003238,Moveis,Mesas,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",991.764
2143,CA-2017-155481,2017-09-01,2017-09-05,Classe padrao,DK-13225,Dean Katz,Corporativo,Estados Unidos,Philadelphia,Pennsylvania,19140.0,Leste,OFF-PA-10004675,Material de escritorio,Papel,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48
2144,CA-2017-155481,2017-09-01,2017-09-05,Classe padrao,DK-13225,Dean Katz,Corporativo,Estados Unidos,Philadelphia,Pennsylvania,19140.0,Leste,TEC-PH-10002293,Tecnologia,Telefones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988
2145,CA-2017-155481,2017-09-01,2017-09-05,Classe padrao,DK-13225,Dean Katz,Corporativo,Estados Unidos,Philadelphia,Pennsylvania,19140.0,Leste,OFF-FA-10002780,Material de escritorio,Fixadores,Staples,16.688
2146,US-2017-152051,2017-06-25,2017-06-29,Classe padrao,TS-21160,Theresa Swint,Corporativo,Estados Unidos,York,Pennsylvania,17403.0,Leste,FUR-CH-10002965,Moveis,Cadeiras,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",422.058
2147,US-2017-152051,2017-06-25,2017-06-29,Classe padrao,TS-21160,Theresa Swint,Corporativo,Estados Unidos,York,Pennsylvania,17403.0,Leste,OFF-BI-10004781,Material de escritorio,Pastas,GBC Wire Binding Strips,38.088
2148,US-2017-152051,2017-06-25,2017-06-29,Classe padrao,TS-21160,Theresa Swint,Corporativo,Estados Unidos,York,Pennsylvania,17403.0,Leste,OFF-ST-10001713,Material de escritorio,Armazenamento,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",254.352
2149,CA-2015-141607,2015-12-12,2015-12-17,Classe padrao,WB-21850,William Brown,Consumidor,Estados Unidos,Concord,California,94521.0,Oeste,FUR-FU-10003975,Moveis,Mobiliario,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,43.31
2150,CA-2018-102771,2018-03-31,2018-04-05,Classe padrao,DO-13435,Denny Ordway,Consumidor,Estados Unidos,New York City,New York,10035.0,Leste,TEC-PH-10001536,Tecnologia,Telefones,Spigen Samsung Galaxy S5 Case Wallet,84.95
2151,US-2018-139969,2018-11-19,2018-11-26,Classe padrao,AF-10870,Art Ferguson,Consumidor,Estados Unidos,College Station,Texas,77840.0,Centro,FUR-CH-10001973,Moveis,Cadeiras,Office Star Flex Back Scooter Chair with White Frame,233.058
2152,CA-2015-167360,2015-11-24,2015-11-29,Segunda classe,RB-19435,Richard Bierner,Consumidor,Estados Unidos,Saint Louis,Missouri,63116.0,Centro,TEC-AC-10001772,Tecnologia,Acessorios,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79
2153,CA-2016-123505,2016-11-22,2016-11-26,Classe padrao,AR-10540,Andy Reiter,Consumidor,Estados Unidos,Quincy,Massachusetts,2169.0,Leste,OFF-PA-10002586,Material de escritorio,Papel,Xerox 1970,14.94
2154,CA-2017-117282,2017-07-14,2017-07-18,Classe padrao,DR-12880,Dan Reichenbach,Corporativo,Estados Unidos,New York City,New York,10009.0,Leste,OFF-BI-10004094,Material de escritorio,Pastas,GBC Standard Plastic Binding Systems Combs,14.16
2155,US-2017-120460,2017-04-30,2017-05-05,Classe padrao,BF-11170,Ben Ferrer,Home office,Estados Unidos,Dallas,Texas,75081.0,Centro,FUR-FU-10004973,Moveis,Mobiliario,Flat Face Poster Frame,22.608
2156,CA-2017-111115,2017-07-25,2017-07-27,Segunda classe,LB-16735,Larry Blacks,Consumidor,Estados Unidos,Los Angeles,California,90032.0,Oeste,OFF-FA-10000624,Material de escritorio,Fixadores,OIC Binder Clips,21.48
2157,CA-2015-124646,2015-06-22,2015-06-24,Primeira classe,DV-13465,Dianna Vittorini,Consumidor,Estados Unidos,Minneapolis,Minnesota,55407.0,Centro,OFF-ST-10001097,Material de escritorio,Armazenamento,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81
2158,CA-2015-124646,2015-06-22,2015-06-24,Primeira classe,DV-13465,Dianna Vittorini,Consumidor,Estados Unidos,Minneapolis,Minnesota,55407.0,Centro,OFF-ST-10001469,Material de escritorio,Armazenamento,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94
2159,CA-2018-148166,2018-10-21,2018-10-26,Classe padrao,NK-18490,Neil Knudson,Home office,Estados Unidos,Deltona,Florida,32725.0,Sul,OFF-AR-10004956,Material de escritorio,Arte,Newell 33,17.856
2160,CA-2017-159737,2017-09-03,2017-09-09,Classe padrao,CS-11950,Carlos Soltero,Consumidor,Estados Unidos,Chicago,Illinois,60610.0,Centro,OFF-BI-10004236,Material de escritorio,Pastas,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808
2161,CA-2017-141019,2017-05-14,2017-05-14,Mesmo dia,LH-17155,Logan Haushalter,Consumidor,Estados Unidos,Cincinnati,Ohio,45231.0,Leste,FUR-FU-10002937,Moveis,Mobiliario,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.384
2162,CA-2017-101938,2017-01-07,2017-01-12,Classe padrao,DW-13480,Dianna Wilson,Home office,Estados Unidos,Oakland,California,94601.0,Oeste,OFF-AR-10003696,Material de escritorio,Arte,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58
2163,CA-2018-166296,2018-03-13,2018-03-19,Classe padrao,KF-16285,Karen Ferguson,Home office,Estados Unidos,Manteca,California,95336.0,Oeste,OFF-PA-10004359,Material de escritorio,Papel,Multicolor Computer Printout Paper,314.55
2164,CA-2017-154018,2017-10-13,2017-10-19,Classe padrao,HA-14920,Helen Andreada,Consumidor,Estados Unidos,Laredo,Texas,78041.0,Centro,TEC-AC-10002402,Tecnologia,Acessorios,Razer Kraken PRO Over Ear PC and Music Headset,191.976
2165,CA-2017-154018,2017-10-13,2017-10-19,Classe padrao,HA-14920,Helen Andreada,Consumidor,Estados Unidos,Laredo,Texas,78041.0,Centro,OFF-PA-10000551,Material de escritorio,Papel,Array Memo Cubes,8.288
2166,CA-2017-154018,2017-10-13,2017-10-19,Classe padrao,HA-14920,Helen Andreada,Consumidor,Estados Unidos,Laredo,Texas,78041.0,Centro,FUR-FU-10003394,Moveis,Mobiliario,"Tenex ""The Solids"" Textured Chair Mats",139.92
2167,CA-2017-154018,2017-10-13,2017-10-19,Classe padrao,HA-14920,Helen Andreada,Consumidor,Estados Unidos,Laredo,Texas,78041.0,Centro,OFF-AR-10002067,Material de escritorio,Arte,Newell 334,15.872
2168,CA-2017-154018,2017-10-13,2017-10-19,Classe padrao,HA-14920,Helen Andreada,Consumidor,Estados Unidos,Laredo,Texas,78041.0,Centro,OFF-BI-10004140,Material de escritorio,Pastas,Avery Non-Stick Binders,6.286
2169,CA-2018-117870,2018-01-27,2018-01-30,Segunda classe,JH-15820,John Huston,Consumidor,Estados Unidos,Kent,Ohio,44240.0,Leste,OFF-AR-10004078,Material de escritorio,Arte,Newell 312,14.016
2170,CA-2018-117870,2018-01-27,2018-01-30,Segunda classe,JH-15820,John Huston,Consumidor,Estados Unidos,Kent,Ohio,44240.0,Leste,TEC-AC-10000927,Tecnologia,Acessorios,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,71.976
2171,CA-2018-117870,2018-01-27,2018-01-30,Segunda classe,JH-15820,John Huston,Consumidor,Estados Unidos,Kent,Ohio,44240.0,Leste,TEC-PH-10003931,Tecnologia,Telefones,JBL Micro Wireless Portable Bluetooth Speaker,107.982
2172,US-2018-137491,2018-11-19,2018-11-25,Classe padrao,LC-16930,Linda Cazamias,Corporativo,Estados Unidos,San Angelo,Texas,76903.0,Centro,FUR-CH-10004675,Moveis,Cadeiras,"Lifetime Advantage Folding Chairs, 4/Carton",305.312
2173,CA-2015-152296,2015-08-01,2015-08-03,Primeira classe,IL-15100,Ivan Liston,Consumidor,Estados Unidos,San Francisco,California,94122.0,Oeste,OFF-BI-10004506,Material de escritorio,Pastas,Wilson Jones data.warehouse D-Ring Binders with DublLock,19.752
2174,CA-2017-112025,2017-07-30,2017-08-04,Classe padrao,LS-16975,Lindsay Shagiari,Home office,Estados Unidos,Houston,Texas,77070.0,Centro,OFF-BI-10002353,Material de escritorio,Pastas,GBC VeloBind Cover Sets,9.264
2175,CA-2016-132507,2016-07-30,2016-08-03,Segunda classe,CC-12610,Corey Catlett,Corporativo,Estados Unidos,Houston,Texas,77041.0,Centro,OFF-ST-10000943,Material de escritorio,Armazenamento,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,61.792
2176,CA-2017-125738,2017-10-15,2017-10-21,Classe padrao,PB-18805,Patrick Bzostek,Home office,Estados Unidos,Salt Lake City,Utah,84106.0,Oeste,OFF-PA-10000740,Material de escritorio,Papel,Xerox 1982,45.68
2177,CA-2017-125738,2017-10-15,2017-10-21,Classe padrao,PB-18805,Patrick Bzostek,Home office,Estados Unidos,Salt Lake City,Utah,84106.0,Oeste,OFF-PA-10003001,Material de escritorio,Papel,Xerox 1986,60.12
2178,CA-2017-125738,2017-10-15,2017-10-21,Classe padrao,PB-18805,Patrick Bzostek,Home office,Estados Unidos,Salt Lake City,Utah,84106.0,Oeste,OFF-BI-10001628,Material de escritorio,Pastas,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72
2179,CA-2017-125738,2017-10-15,2017-10-21,Classe padrao,PB-18805,Patrick Bzostek,Home office,Estados Unidos,Salt Lake City,Utah,84106.0,Oeste,OFF-PA-10001509,Material de escritorio,Papel,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",71.6
2180,CA-2017-128818,2017-05-07,2017-05-11,Classe padrao,CJ-12010,Caroline Jumper,Consumidor,Estados Unidos,New York City,New York,10009.0,Leste,OFF-BI-10000309,Material de escritorio,Pastas,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.232
2181,CA-2017-128818,2017-05-07,2017-05-11,Classe padrao,CJ-12010,Caroline Jumper,Consumidor,Estados Unidos,New York City,New York,10009.0,Leste,OFF-LA-10003923,Material de escritorio,Etiquetas,Alphabetical Labels for Top Tab Filing,44.4
2182,CA-2017-128818,2017-05-07,2017-05-11,Classe padrao,CJ-12010,Caroline Jumper,Consumidor,Estados Unidos,New York City,New York,10009.0,Leste,FUR-CH-10002084,Moveis,Cadeiras,Hon Mobius Operator's Chair,442.764
